省份编码,省份,年份,中等职业学校招生数(万人),中等职业学校初中毕业数(万人),中等职业学校应届初中毕业生数(万人),中等职业学校在校学生数(万人),中等职业学校毕业生数(万人),中等职业学校获得职业资格证书毕业生数(万人),中等职业学校预计毕业生数(万人)
220000,吉林省,2015,4.5498,,,13.4237,5.345,3.1855,4.9754
220000,吉林省,2014,4.3508,,,15.0044,7.6901,4.519,5.6503
220000,吉林省,2013,6.1055,,,19.2672,8.3932,5.0643,7.6607
220000,吉林省,2012,7.21,,,22.8866,8.9817,3.3902,8.119
220000,吉林省,2011,9.1656,,,26.5952,9.6934,4.0878,8.8556
220000,吉林省,2010,10.7251,9.552,6.4196,29.2359,9.1836,4.131,9.7149
220000,吉林省,2009,15.1829,12.8526,7.3268,32.2897,8.158,4.0592,9.1053
220000,吉林省,2008,10.2946,9.4261,7.7754,26.1272,6.9512,3.2234,8.5236
220000,吉林省,2007,9.5315,9.2936,8.7377,23.8586,6.8088,3.145,7.4625
220000,吉林省,2006,10.562,9.957,9.3276,22.9251,5.9549,2.6286,6.9467
220000,吉林省,2005,7.1668,6.7365,6.4227,18.2929,5.2454,2.2485,6.1468
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,5.5174,,,16.7688,6.1511,1.8249,6.2918
230000,黑龙江省,2018,5.1549,,,18.04,6.9211,4.4729,6.5358
230000,黑龙江省,2017,6.4975,,,20.3828,7.4655,5.1633,7.1991
230000,黑龙江省,2016,7.1021,,,21.5729,7.4927,5.6697,7.6893
230000,黑龙江省,2015,7.628,,,22.9407,8.4332,6.5269,7.5532
230000,黑龙江省,2014,7.8379,,,24.319,9.9655,6.7345,8.6576
230000,黑龙江省,2013,8.3261,,,27.402,9.1783,7.2294,10.2468
230000,黑龙江省,2012,10.0212,,,29.2987,12.4133,6.2767,9.4281
230000,黑龙江省,2011,10.9287,,,32.3219,12.3316,5.4093,12.6828
230000,黑龙江省,2010,11.5897,9.0771,7.0031,36.0023,12.1979,6.0449,12.9907
230000,黑龙江省,2009,16.6216,12.877,9.1891,38.9955,9.3863,5.2653,12.1886
230000,黑龙江省,2008,14.2063,11.0475,8.1943,33.6106,7.5263,4.7134,9.5938
230000,黑龙江省,2007,12.1899,11.1771,9.405,29.4696,7.6586,3.8621,7.5554
230000,黑龙江省,2006,12.0059,9.2293,8.5805,26.4875,10.1637,4.4776,7.7487
230000,黑龙江省,2005,11.7793,7.686,7.3976,26.0073,7.2172,4.479,6.8866
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,3.4291,,,9.9979,3.3778,2.6911,3.3192
310000,上海市,2018,3.3372,,,10.2575,3.4707,2.9441,3.4312
310000,上海市,2017,3.4212,,,10.611,3.6722,3.1136,3.5449
310000,上海市,2016,3.5443,,,11.2013,3.8418,3.3207,3.8217
310000,上海市,2015,3.8786,,,11.9701,4.4179,3.8584,3.9338
310000,上海市,2014,4.096,,,13.0982,5.5827,4.7815,4.5932
310000,上海市,2013,4.4377,,,15.3298,4.8508,4.0627,5.5018
310000,上海市,2012,4.954,,,15.649,4.4859,3.5862,4.2951
310000,上海市,2011,4.8149,,,15.4008,5.1325,4.0509,4.526
310000,上海市,2010,4.8914,4.6887,4.4491,16.3878,5.553,4.2938,5.1821
310000,上海市,2009,5.0343,4.685,4.5815,17.6581,5.6959,4.4265,5.3978
310000,上海市,2008,5.7694,5.3931,5.2221,18.7916,5.8095,4.3171,5.5734
310000,上海市,2007,5.0663,4.8727,4.8456,18.9003,5.8129,4.0902,5.7008
310000,上海市,2006,5.6697,5.3955,5.2725,20.0636,6.0699,4.1656,5.9031
310000,上海市,2005,5.5216,5.1941,5.1368,20.6326,6.1196,2.8048,6.0637
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,21.2812,,,62.153,20.1787,17.5617,21.0132
320000,江苏省,2018,19.9204,,,62.6012,21.2599,17.9215,20.6745
320000,江苏省,2017,22.597,,,65.1464,21.6521,19.6727,21.714
320000,江苏省,2016,22.0939,,,65.2499,22.9665,21.1914,21.7876
320000,江苏省,2015,22.8701,,,68.0187,24.2467,21.2506,23.4628
320000,江苏省,2014,23.4361,,,72.3628,26.5876,23.0586,25.0484
320000,江苏省,2013,25.9053,,,79.3716,30.6146,26.1097,27.6705
320000,江苏省,2012,27.5225,,,88.4549,24.8643,18.9166,26.7884
320000,江苏省,2011,30.7406,,,92.6984,29.0081,19.6954,25.5029
320000,江苏省,2010,36.2563,34.3163,32.3951,102.0381,28.1831,22.0945,28.9869
320000,江苏省,2009,35.0832,34.2001,32.9714,104.8163,31.6447,23.9181,29.2694
320000,江苏省,2008,38.6757,34.7441,34.5112,113.5266,30.5559,22.1646,31.8922
320000,江苏省,2007,39.542,39.1221,38.8775,120.1202,28.3992,20.2233,31.522
320000,江苏省,2006,45.2002,44.8419,44.6249,119.3615,23.8245,14.788,28.9806
320000,江苏省,2005,41.1801,40.6796,40.4404,106.0824,19.7237,11.2757,25.6284
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,19.9421,,,54.2066,17.231,16.1622,17.1549
330000,浙江省,2018,17.7634,,,52.612,17.0376,16.3466,17.4245
330000,浙江省,2017,18.4672,,,53.191,15.896,15.5182,17.3074
330000,浙江省,2016,18.8355,,,52.0695,16.9894,16.4726,15.9624
330000,浙江省,2015,18.7111,,,52.3584,17.9646,17.3617,17.3581
330000,浙江省,2014,17.9078,,,53.3785,20.2669,19.377,18.1066
330000,浙江省,2013,19.1505,,,57.8523,20.7272,19.7082,20.3961
330000,浙江省,2012,20.322,,,61.8597,20.3459,17.9344,20.6664
330000,浙江省,2011,23.815,,,65.2001,18.865,16.4371,20.5125
330000,浙江省,2010,24.1528,23.4057,23.2205,64.2238,18.7361,15.5607,19.1698
330000,浙江省,2009,24.4126,24.1757,23.3556,62.7707,20.6479,16.5244,19.1045
330000,浙江省,2008,22.7898,22.4857,21.6682,63.165,22.2799,16.8126,20.8975
330000,浙江省,2007,22.9174,22.5465,21.9408,66.8888,21.9044,16.6068,22.4582
330000,浙江省,2006,24.5679,24.1592,23.7385,69.7013,23.2408,16.3597,22.2775
330000,浙江省,2005,26.4499,26.181,25.7307,73.2778,21.878,14.7221,23.8289
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,30.2038,,,75.0713,26.7892,20.7708,26.0051
340000,安徽省,2018,29.43,,,75.281,25.7212,20.2218,27.103
340000,安徽省,2017,28.7852,,,76.0672,27.9668,24.7163,27.0241
340000,安徽省,2016,30.5752,,,78.1809,32.9317,29.4052,28.8058
340000,安徽省,2015,30.677,,,83.7795,34.1013,30.3525,33.1264
340000,安徽省,2014,33.417,,,91.4742,32.6438,29.7133,34.0743
340000,安徽省,2013,36.9049,,,96.7746,32.4927,28.567,34.8601
340000,安徽省,2012,40.8824,,,100.2374,29.611,18.2493,33.1375
340000,安徽省,2011,40.5504,,,94.7984,28.9204,20.369,28.7795
340000,安徽省,2010,34.9069,30.4187,27.8881,87.2733,29.2473,17.7682,28.1925
340000,安徽省,2009,32.2237,29.5703,28.1829,86.2605,27.5297,17.4874,28.7856
340000,安徽省,2008,33.3608,30.2202,29.2009,87.9794,26.9384,14.9615,27.9236
340000,安徽省,2007,33.6231,30.8861,30.1679,84.8814,21.952,12.3832,26.4573
340000,安徽省,2006,32.4634,30.7663,29.6733,77.8375,17.3287,8.9039,22.2014
340000,安徽省,2005,27.6347,26.4525,25.715,63.3437,14.4932,6.6592,17.0958
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,13.0126,,,33.4826,11.0432,9.7549,10.1379
350000,福建省,2018,12.2939,,,33.5832,10.7814,9.7232,11.7466
350000,福建省,2017,11.6477,,,34.55,11.7763,10.9951,11.5281
350000,福建省,2016,13.7049,,,38.0533,13.1698,12.2039,12.0411
350000,福建省,2015,14.0767,,,39.6655,13.8364,12.72,13.5729
350000,福建省,2014,14.0906,,,43.761,15.2109,13.9792,16.6499
350000,福建省,2013,15.504,,,52.5051,15.0811,13.9327,19.4383
350000,福建省,2012,24.0792,,,58.2998,17.5933,14.7765,17.9605
350000,福建省,2011,25.1705,,,57.3082,16.2006,12.3509,19.6742
350000,福建省,2010,20.1482,17.4067,14.692,53.6047,15.5293,12.5254,18.0382
350000,福建省,2009,23.4002,18.8793,15.0546,54.002,14.9669,10.2565,17.0175
350000,福建省,2008,18.9416,17.2593,15.9131,49.831,13.651,9.0318,16.0923
350000,福建省,2007,19.1409,18.0801,17.1755,49.4266,12.702,8.8023,14.7293
350000,福建省,2006,19.4484,18.9311,18.1577,48.6711,12.4853,8.5655,13.3854
350000,福建省,2005,17.5931,17.0832,16.0659,44.7689,11.0036,6.3593,13.1477
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,14.9327,,,38.5493,11.2129,10.5329,10.7638
360000,江西省,2018,12.2524,,,35.5042,10.866,10.2514,11.1134
360000,江西省,2017,11.203,,,34.4343,10.5534,5.2639,10.6846
360000,江西省,2016,13.5843,,,36.1692,11.801,8.6184,10.5946
360000,江西省,2015,15.71,,,43.1205,13.9595,10.7296,13.4954
360000,江西省,2014,14.9358,,,43.7172,15.4133,11.6746,14.4529
360000,江西省,2013,16.738,,,48.4628,15.9155,12.6287,15.9974
360000,江西省,2012,20.2862,,,54.9084,19.0635,11.1883,15.511
360000,江西省,2011,21.1902,,,58.7317,19.3413,10.8136,19.7055
360000,江西省,2010,21.9951,19.1974,17.3559,61.8065,18.8419,11.8078,19.0642
360000,江西省,2009,26.5726,22.4332,19.4202,63.9022,18.3916,10.7322,18.9047
360000,江西省,2008,22.3115,20.9682,19.9568,59.0283,20.0345,11.5785,18.5284
360000,江西省,2007,24.2376,21.8324,20.7227,60.7261,17.5091,9.884,19.9451
360000,江西省,2006,24.2953,22.4151,21.5921,57.3231,17.2836,8.5198,17.3429
360000,江西省,2005,24.094,22.6545,22.1408,54.1604,12.0609,6.897,17.1923
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,26.7223,,,73.0464,25.9891,16.497,23.507
370000,山东省,2018,24.5355,,,75.0142,25.021,18.0701,26.2149
370000,山东省,2017,26.119,,,79.3357,24.8347,20.622,26.2529
370000,山东省,2016,28.818,,,80.9826,28.6687,23.7108,25.8771
370000,山东省,2015,29.4033,,,85.7264,32.0353,25.6485,30.2491
370000,山东省,2014,31.9143,,,94.8167,35.4032,28.4896,33.4371
370000,山东省,2013,36.3547,,,103.1585,37.8626,29.279,36.0144
370000,山东省,2012,40.467,,,114.7012,38.0451,24.7022,38.329
370000,山东省,2011,44.4703,,,117.713,38.6564,25.1782,38.0641
370000,山东省,2010,42.6954,36.412,32.0223,113.1621,43.9337,29.5311,39.4461
370000,山东省,2009,40.5242,34.844,31.7422,116.5052,41.89,27.1051,44.7171
370000,山东省,2008,41.8472,37.7261,35.8183,122.0469,39.6785,23.3996,42.7591
370000,山东省,2007,45.9179,41.5453,40.0606,121.5209,39.4091,23.858,39.8135
370000,山东省,2006,42.5392,39.5695,38.6413,114.2881,37.9869,21.8507,39.0892
370000,山东省,2005,39.2092,37.3208,35.9686,109.34,33.0584,18.0683,37.8698
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,42.0862,,,111.0637,34.3875,21.9728,33.537
410000,河南省,2018,39.1987,,,110.1602,31.4036,22.946,35.8846
410000,河南省,2017,42.0404,,,106.5231,31.8726,24.9485,32.3173
410000,河南省,2016,37.49,,,101.5766,33.9047,27.0741,33.8099
410000,河南省,2015,37.8222,,,104.0439,38.8293,30.6889,35.6552
410000,河南省,2014,39.338,,,110.3864,41.9551,32.23,39.325
410000,河南省,2013,42.2209,,,119.3105,51.1694,39.121,42.5708
410000,河南省,2012,52.2537,,,145.6626,52.2733,28.0108,53.9172
410000,河南省,2011,56.9553,,,156.777,52.9025,29.6117,54.5275
410000,河南省,2010,62.5601,54.8046,50.3784,163.6004,52.6333,29.6116,54.6943
410000,河南省,2009,63.9658,56.0538,51.2243,163.7551,46.6854,25.0827,56.0902
410000,河南省,2008,57.6959,52.9729,49.3686,148.9797,40.2395,20.7758,47.2848
410000,河南省,2007,57.3631,52.5049,49.9442,135.911,38.7673,19.5043,40.2297
410000,河南省,2006,50.6255,47.2453,45.8103,119.8163,33.5796,15.8714,39.5665
410000,河南省,2005,43.7102,38.4495,37.4757,107.6826,31.6127,15.3414,34.4684
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,14.4955,,,39.191,11.6755,8.3438,11.8975
420000,湖北省,2018,12.7901,,,36.9424,11.6775,8.9694,11.7684
420000,湖北省,2017,12.7224,,,37.1206,11.4889,9.4647,12.1541
420000,湖北省,2016,13.2075,,,37.5637,11.1352,9.2976,11.6125
420000,湖北省,2015,13.2594,,,36.4893,12.5735,10.7627,11.363
420000,湖北省,2014,12.6656,,,37.2601,14.7158,12.2979,12.8264
420000,湖北省,2013,13.0826,,,41.0795,19.9722,16.6889,14.8633
420000,湖北省,2012,14.353,,,50.054,27.2883,17.3281,20.0699
420000,湖北省,2011,21.2318,,,72.0915,30.7701,19.2697,28.5419
420000,湖北省,2010,28.361,26.3684,25.1702,90.3834,33.5776,20.8282,32.1618
420000,湖北省,2009,36.7161,32.1723,28.8016,104.1759,30.7813,18.9089,34.9447
420000,湖北省,2008,39.0641,34.4019,33.3227,103.7294,26.4826,16.9716,32.6662
420000,湖北省,2007,38.7065,37.1488,36.2796,93.6192,22.0461,13.5281,26.9329
420000,湖北省,2006,36.9156,35.7639,35.0875,79.9509,16.8598,9.1786,21.5239
420000,湖北省,2005,27.3789,26.8393,26.4002,60.6014,12.9436,6.6373,15.5657
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,25.3467,,,66.9992,20.9896,16.1591,20.9296
430000,湖南省,2018,22.9118,,,65.8221,20.4504,15.9255,21.253
430000,湖南省,2017,25.0215,,,68.6467,19.4901,15.9209,20.9108
430000,湖南省,2016,25.1324,,,66.0887,19.9567,16.8372,19.5218
430000,湖南省,2015,23.7759,,,64.802,20.4137,17.6169,19.9392
430000,湖南省,2014,22.7065,,,64.48,20.5099,17.5148,20.3185
430000,湖南省,2013,22.8627,,,65.0569,23.7097,20.5913,20.4274
430000,湖南省,2012,25.3092,,,73.4242,25.148,16.3758,23.4023
430000,湖南省,2011,27.9918,,,77.875,22.549,15.7944,25.2298
430000,湖南省,2010,30.2889,25.099,22.9378,76.4796,28.2883,17.9143,23.0053
430000,湖南省,2009,34.8884,29.4812,22.6499,80.8731,27.3181,18.912,27.6738
430000,湖南省,2008,28.0488,26.0392,25.0749,76.3491,26.9438,17.6276,26.7474
430000,湖南省,2007,33.6757,32.0977,31.2419,83.0646,25.6378,15.5882,27.1025
430000,湖南省,2006,31.4465,30.6289,30.2675,75.7763,21.5907,13.1169,23.0962
430000,湖南省,2005,31.7819,31.1835,30.8555,70.5568,18.7911,11.1244,19.2284
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,31.482,,,85.9668,27.9317,18.5207,27.0226
440000,广东省,2018,29.719,,,86.7254,31.847,23.1492,26.5408
440000,广东省,2017,32.2267,,,99.385,34.2297,23.2485,33.1896
440000,广东省,2016,35.1909,,,106.5745,38.9163,25.4377,33.2268
440000,广东省,2015,39.5377,,,117.2119,41.7278,26.3186,37.4198
440000,广东省,2014,41.7047,,,128.2205,45.701,26.1493,40.782
440000,广东省,2013,47.4927,,,140.8894,48.8286,28.5803,48.4031
440000,广东省,2012,49.5758,,,149.5738,41.9163,27.1335,51.1788
440000,广东省,2011,55.0297,,,152.0525,36.6543,24.5112,45.3448
440000,广东省,2010,74.132,64.081,52.3124,154.7785,33.1741,23.7823,43.0724
440000,广东省,2009,52.9881,49.6247,43.0088,120.4622,27.765,19.4813,34.3188
440000,广东省,2008,39.8121,38.412,37.1998,100.0771,24.53,17.3706,28.4447
440000,广东省,2007,36.566,35.8714,35.1769,90.7581,22.1502,15.5698,25.3728
440000,广东省,2006,32.6825,32.2432,31.6685,80.8429,19.8252,12.9289,22.4923
440000,广东省,2005,27.9265,27.6772,26.9568,71.0162,18.9083,11.8717,20.2488
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,25.9391,,,68.0286,19.6423,11.3794,21.0574
450000,广西壮族自治区,2018,24.7944,,,67.755,18.5663,11.1712,21.566
450000,广西壮族自治区,2017,25.2803,,,68.6797,19.9722,13.1593,21.1948
450000,广西壮族自治区,2016,25.6261,,,69.8572,22.4426,14.5645,22.2967
450000,广西壮族自治区,2015,25.6897,,,73.636,23.1889,15.0988,24.7663
450000,广西壮族自治区,2014,27.1153,,,78.2675,23.0497,13.7042,25.7344
450000,广西壮族自治区,2013,30.3601,,,82.2241,26.7471,16.7349,25.7768
450000,广西壮族自治区,2012,31.2754,,,86.2445,21.489,11.6957,26.183
450000,广西壮族自治区,2011,31.7077,,,84.1953,18.0013,11.7351,23.2763
450000,广西壮族自治区,2010,38.0908,33.041,17.643,80.9508,16.3557,10.8486,20.4167
450000,广西壮族自治区,2009,27.4911,25.2781,16.7666,62.8888,14.7542,9.754,17.026
